0.00000e+00 0.00000e+00 0.00000e+00 
0.00000e+00 2.50000e-02 0.00000e+00 
0.00000e+00 5.00000e-02 0.00000e+00 
0.00000e+00 7.50000e-02 0.00000e+00 
0.00000e+00 1.00000e-01 0.00000e+00 
0.00000e+00 1.25000e-01 0.00000e+00 
0.00000e+00 1.50000e-01 0.00000e+00 
0.00000e+00 1.75000e-01 0.00000e+00 
0.00000e+00 2.00000e-01 0.00000e+00 
0.00000e+00 2.25000e-01 0.00000e+00 
0.00000e+00 2.50000e-01 0.00000e+00 
0.00000e+00 2.75000e-01 0.00000e+00 
0.00000e+00 3.00000e-01 0.00000e+00 
0.00000e+00 3.25000e-01 0.00000e+00 
0.00000e+00 3.50000e-01 0.00000e+00 
0.00000e+00 3.75000e-01 0.00000e+00 
0.00000e+00 4.00000e-01 0.00000e+00 
0.00000e+00 4.25000e-01 0.00000e+00 
0.00000e+00 4.50000e-01 0.00000e+00 
0.00000e+00 4.75000e-01 0.00000e+00 
0.00000e+00 5.00000e-01 0.00000e+00 
0.00000e+00 5.25000e-01 0.00000e+00 
0.00000e+00 5.50000e-01 0.00000e+00 
0.00000e+00 5.75000e-01 0.00000e+00 
0.00000e+00 6.00000e-01 0.00000e+00 
0.00000e+00 6.25000e-01 0.00000e+00 
0.00000e+00 6.50000e-01 0.00000e+00 
0.00000e+00 6.75000e-01 0.00000e+00 
0.00000e+00 7.00000e-01 0.00000e+00 
0.00000e+00 7.25000e-01 0.00000e+00 
0.00000e+00 7.50000e-01 0.00000e+00 
0.00000e+00 7.75000e-01 0.00000e+00 
0.00000e+00 8.00000e-01 0.00000e+00 
0.00000e+00 8.25000e-01 0.00000e+00 
0.00000e+00 8.50000e-01 0.00000e+00 
0.00000e+00 8.75000e-01 0.00000e+00 
0.00000e+00 9.00000e-01 0.00000e+00 
0.00000e+00 9.25000e-01 0.00000e+00 
0.00000e+00 9.50000e-01 0.00000e+00 
0.00000e+00 9.75000e-01 0.00000e+00 
0.00000e+00 1.00000e+00 0.00000e+00 

2.50000e-02 0.00000e+00 0.00000e+00 
2.50000e-02 2.50000e-02 1.61982e-13 
2.50000e-02 5.00000e-02 -5.69544e-14 
2.50000e-02 7.50000e-02 -3.88578e-14 
2.50000e-02 1.00000e-01 1.22347e-13 
2.50000e-02 1.25000e-01 -3.44169e-15 
2.50000e-02 1.50000e-01 -6.19504e-14 
2.50000e-02 1.75000e-01 2.72005e-14 
2.50000e-02 2.00000e-01 2.97540e-14 
2.50000e-02 2.25000e-01 -5.10703e-15 
2.50000e-02 2.50000e-01 -9.97440e-15 
2.50000e-02 2.75000e-01 -7.99361e-15 
2.50000e-02 3.00000e-01 -2.43139e-14 
2.50000e-02 3.25000e-01 -3.40283e-14 
2.50000e-02 3.50000e-01 -2.13163e-14 
2.50000e-02 3.75000e-01 -4.77396e-15 
2.50000e-02 4.00000e-01 8.21565e-15 
2.50000e-02 4.25000e-01 2.48690e-14 
2.50000e-02 4.50000e-01 9.76996e-15 
2.50000e-02 4.75000e-01 3.24185e-14 
2.50000e-02 5.00000e-01 2.00950e-14 
2.50000e-02 5.25000e-01 1.56541e-14 
2.50000e-02 5.50000e-01 2.36478e-14 
2.50000e-02 5.75000e-01 4.18554e-14 
2.50000e-02 6.00000e-01 2.77556e-15 
2.50000e-02 6.25000e-01 -4.99600e-15 
2.50000e-02 6.50000e-01 -2.44249e-14 
2.50000e-02 6.75000e-01 -3.14748e-14 
2.50000e-02 7.00000e-01 -2.29261e-14 
2.50000e-02 7.25000e-01 -8.60423e-15 
2.50000e-02 7.50000e-01 -9.62850e-15 
2.50000e-02 7.75000e-01 -7.63278e-15 
2.50000e-02 8.00000e-01 2.95319e-14 
2.50000e-02 8.25000e-01 2.56462e-14 
2.50000e-02 8.50000e-01 -5.83977e-14 
2.50000e-02 8.75000e-01 -8.88178e-16 
2.50000e-02 9.00000e-01 1.25011e-13 
2.50000e-02 9.25000e-01 -4.17444e-14 
2.50000e-02 9.50000e-01 -6.52811e-14 
2.50000e-02 9.75000e-01 1.70419e-13 
2.50000e-02 1.00000e+00 0.00000e+00 

5.00000e-02 0.00000e+00 0.00000e+00 
5.00000e-02 2.50000e-02 -4.86278e-14 
5.00000e-02 5.00000e-02 3.77476e-15 
5.00000e-02 7.50000e-02 1.19904e-14 
5.00000e-02 1.00000e-01 -5.36238e-14 
5.00000e-02 1.25000e-01 -1.01030e-14 
5.00000e-02 1.50000e-01 1.67644e-14 
5.00000e-02 1.75000e-01 -1.12133e-14 
5.00000e-02 2.00000e-01 -1.80966e-14 
5.00000e-02 2.25000e-01 -1.11022e-15 
5.00000e-02 2.50000e-01 3.61442e-15 
5.00000e-02 2.75000e-01 5.32907e-15 
5.00000e-02 3.00000e-01 1.03806e-14 
5.00000e-02 3.25000e-01 2.38143e-14 
5.00000e-02 3.50000e-01 8.21565e-15 
5.00000e-02 3.75000e-01 1.88738e-15 
5.00000e-02 4.00000e-01 -1.01030e-14 
5.00000e-02 4.25000e-01 -1.21014e-14 
5.00000e-02 4.50000e-01 1.77636e-15 
5.00000e-02 4.75000e-01 -6.77236e-15 
5.00000e-02 5.00000e-01 -1.08802e-14 
5.00000e-02 5.25000e-01 -4.10783e-15 
5.00000e-02 5.50000e-01 -1.21014e-14 
5.00000e-02 5.75000e-01 -1.17684e-14 
5.00000e-02 6.00000e-01 -1.66533e-15 
5.00000e-02 6.25000e-01 1.55431e-14 
5.00000e-02 6.50000e-01 1.21014e-14 
5.00000e-02 6.75000e-01 1.59872e-14 
5.00000e-02 7.00000e-01 1.14353e-14 
5.00000e-02 7.25000e-01 8.60423e-15 
5.00000e-02 7.50000e-01 4.42231e-15 
5.00000e-02 7.75000e-01 -8.32667e-16 
5.00000e-02 8.00000e-01 -1.34892e-14 
5.00000e-02 8.25000e-01 -1.13798e-14 
5.00000e-02 8.50000e-01 1.73195e-14 
5.00000e-02 8.75000e-01 -4.77396e-15 
5.00000e-02 9.00000e-01 -5.09592e-14 
5.00000e-02 9.25000e-01 1.46549e-14 
5.00000e-02 9.50000e-01 9.99201e-16 
5.00000e-02 9.75000e-01 -5.68434e-14 
5.00000e-02 1.00000e+00 0.00000e+00 

7.50000e-02 0.00000e+00 0.00000e+00 
7.50000e-02 2.50000e-02 -3.33067e-14 
7.50000e-02 5.00000e-02 6.43929e-15 
7.50000e-02 7.50000e-02 -5.21805e-15 
7.50000e-02 1.00000e-01 -2.33147e-14 
7.50000e-02 1.25000e-01 2.88658e-15 
7.50000e-02 1.50000e-01 1.39888e-14 
7.50000e-02 1.75000e-01 -8.32667e-15 
7.50000e-02 2.00000e-01 -4.10783e-15 
7.50000e-02 2.25000e-01 3.85803e-15 
7.50000e-02 2.50000e-01 3.26380e-15 
7.50000e-02 2.75000e-01 4.96825e-15 
7.50000e-02 3.00000e-01 7.43849e-15 
7.50000e-02 3.25000e-01 9.82547e-15 
7.50000e-02 3.50000e-01 1.93179e-14 
7.50000e-02 3.75000e-01 5.55112e-15 
7.50000e-02 4.00000e-01 6.66134e-15 
7.50000e-02 4.25000e-01 5.21805e-15 
7.50000e-02 4.50000e-01 -1.19904e-14 
7.50000e-02 4.75000e-01 1.11022e-16 
7.50000e-02 5.00000e-01 2.10942e-15 
7.50000e-02 5.25000e-01 8.32667e-15 
7.50000e-02 5.50000e-01 -6.43929e-15 
7.50000e-02 5.75000e-01 -1.11022e-16 
7.50000e-02 6.00000e-01 -4.32987e-15 
7.50000e-02 6.25000e-01 6.77236e-15 
7.50000e-02 6.50000e-01 7.99361e-15 
7.50000e-02 6.75000e-01 1.37668e-14 
7.50000e-02 7.00000e-01 9.88098e-15 
7.50000e-02 7.25000e-01 2.80331e-15 
7.50000e-02 7.50000e-01 2.22157e-15 
7.50000e-02 7.75000e-01 -1.11022e-16 
7.50000e-02 8.00000e-01 -8.49321e-15 
7.50000e-02 8.25000e-01 -1.49880e-15 
7.50000e-02 8.50000e-01 9.10383e-15 
7.50000e-02 8.75000e-01 -5.66214e-15 
7.50000e-02 9.00000e-01 -1.22125e-14 
7.50000e-02 9.25000e-01 -1.64313e-14 
7.50000e-02 9.50000e-01 8.88178e-16 
7.50000e-02 9.75000e-01 -2.76446e-14 
7.50000e-02 1.00000e+00 0.00000e+00 

1.00000e-01 0.00000e+00 0.00000e+00 
1.00000e-01 2.50000e-02 1.27898e-13 
1.00000e-01 5.00000e-02 -4.80727e-14 
1.00000e-01 7.50000e-02 -2.33147e-14 
1.00000e-01 1.00000e-01 9.41469e-14 
1.00000e-01 1.25000e-01 -1.77636e-15 
1.00000e-01 1.50000e-01 -4.31877e-14 
1.00000e-01 1.75000e-01 2.12053e-14 
1.00000e-01 2.00000e-01 2.17604e-14 
1.00000e-01 2.25000e-01 -5.46785e-15 
1.00000e-01 2.50000e-01 -7.40977e-15 
1.00000e-01 2.75000e-01 -5.30131e-15 
1.00000e-01 3.00000e-01 -1.79856e-14 
1.00000e-01 3.25000e-01 -2.38698e-14 
1.00000e-01 3.50000e-01 -1.92624e-14 
1.00000e-01 3.75000e-01 -8.88178e-16 
1.00000e-01 4.00000e-01 -6.66134e-15 
1.00000e-01 4.25000e-01 9.32587e-15 
1.00000e-01 4.50000e-01 2.30926e-14 
1.00000e-01 4.75000e-01 -1.11022e-16 
1.00000e-01 5.00000e-01 -2.77556e-15 
1.00000e-01 5.25000e-01 8.10463e-15 
1.00000e-01 5.50000e-01 1.19904e-14 
1.00000e-01 5.75000e-01 3.99680e-15 
1.00000e-01 6.00000e-01 1.66533e-15 
1.00000e-01 6.25000e-01 -1.22125e-14 
1.00000e-01 6.50000e-01 -1.80411e-14 
1.00000e-01 6.75000e-01 -1.98730e-14 
1.00000e-01 7.00000e-01 -1.93734e-14 
1.00000e-01 7.25000e-01 -4.27436e-15 
1.00000e-01 7.50000e-01 -7.13088e-15 
1.00000e-01 7.75000e-01 -4.35763e-15 
1.00000e-01 8.00000e-01 2.32869e-14 
1.00000e-01 8.25000e-01 1.40998e-14 
1.00000e-01 8.50000e-01 -4.12448e-14 
1.00000e-01 8.75000e-01 6.32827e-15 
1.00000e-01 9.00000e-01 8.16014e-14 
